A_TH_DUBAO_SP	J_TH_DUBAO	J_SANPHAM	SOLUONG	DONGIA	DONGIA1	DONGIA2	DONGIA3	THUEVAT	CHIETKHAU	THANHTIEN	THANHTIEN1	THANHTIEN2	THANHTIEN3	NOTE1	NOTE2	NOTE3	DATENOTE	SOLUONGTON	NGAYDUPHONG1	NGAYDUPHONG2	NGAYDUPHONG3	IMG	FILENAME	J_SANPHAM_DTCPSX	J_SANPHAM_KMP	J_SANPHAM_DTTHCP	NGUYENTE	TTBANTE	TTCHIETKHAU	PTTHUEDB	THUEDB	PTTHUENK	THUENK	NUMBERA	NUMBERB	NUMBERC	NUMBERD	NUMBERE	NUMBERF	NUMBERG	NUMBERH	NOTE4	NOTE5	NOTE6	NOTE7	NOTE8	SOLUONG01	SOLUONG02	ID_DONVITINH02	SOLUONGDU	SOLUONGQD	ID_DONVITINH	NOTE9	NOTE10
1780	1828	1	1.000	3000000.000	42.000	-3.500	11.000	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:02:47.750	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1781	1829	1	1.000	3000000.000	42.250	-3.500	11.000	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:02:47.750	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1782	1830	1	1.000	NULL	42.750	-4.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:07:45.533	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.50	-0.75	3.00	42.25	43.25	42.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1760	1808	2	1.000	NULL	45.000	-6.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 17:58:46.410	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.75	-2.00	180.00	43.75	46.00	44.88	NULL	11.60	NULL	20/30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1761	1809	2	1.000	NULL	44.750	-2.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 17:58:46.413	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.25	-1.50	180.00	43.75	45.75	44.75	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1800	1848	1	1.000	3000000.000	44.250	-3.000	10.200	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:44:05.023	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1801	1849	1	1.000	3000000.000	44.000	-3.500	10.000	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:44:05.027	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1802	1850	2	1.000	NULL	46.500	-8.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:46:53.243	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.75	-1.25	180.00	45.25	47.50	46.38	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1803	1851	2	1.000	NULL	46.750	-3.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:46:53.247	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-2.00	180.00	45.25	48.25	46.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1804	1852	2	1.000	NULL	46.500	-7.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:50:19.743	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	||||	https://starvision.s3-ap-southeast-1.amazonaws.com/M%E1%BA%AET_2019_04_01__19_49_05.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/M%E1%BA%AET_2019_04_01__19_49_05.jpg
1805	1853	2	1.000	6000000.000	46.500	-8.000	10.600	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:51:15.687	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1806	1854	1	1.000	3000000.000	46.750	-3.250	10.400	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:51:15.690	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1813	1861	2	1.000	6000000.000	44.250	-6.500	10.600	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 18:17:57.630	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1814	1862	2	1.000	6000000.000	44.250	-7.000	10.600	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 18:17:57.633	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1815	1863	1	1.000	NULL	46.000	-4.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 18:38:48.103	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.50	-0.50	117.00	45.50	46.25	45.88	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1816	1864	2	1.000	NULL	45.750	-4.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 18:38:48.107	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.75	-0.50	69.00	45.25	46.00	45.63	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1817	1865	1	1.000	NULL	46.000	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 18:41:29.953	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	||||	https://starvision.s3-ap-southeast-1.amazonaws.com/M%E1%BA%AET_2019_04_03__18_39_39.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/M%E1%BA%AET_2019_04_03__18_39_39.jpg
1818	1866	1	1.000	3000000.000	46.000	-4.000	10.600	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 18:42:22.290	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1819	1867	1	1.000	3000000.000	45.750	-4.250	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 18:42:22.293	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1820	1868	2	1.000	NULL	44.500	-6.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 19:13:37.340	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.00	0.00	0.00	43.75	45.00	44.38	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1821	1869	2	1.000	NULL	44.000	-2.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 19:13:37.340	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.25	-0.50	15.00	43.25	44.50	43.88	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1822	1870	2	1.000	6000000.000	44.250	-6.750	10.800	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 19:19:28.110	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1823	1871	1	1.000	3000000.000	44.000	-2.000	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 19:19:28.117	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1783	1831	2	1.000	NULL	43.000	-5.250	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:07:45.537	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.75	-0.75	16.00	42.50	43.50	43.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1784	1832	1	1.000	3000000.000	42.750	-4.000	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:10:58.010	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1785	1833	1	1.000	3000000.000	43.000	-5.000	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:10:58.013	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1786	1834	1	1.000	NULL	44.750	-3.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:14:04.700	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.50	-0.50	178.00	44.00	45.50	44.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1787	1835	2	1.000	NULL	44.250	-1.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:14:04.703	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.00	-0.50	178.00	43.50	44.75	44.13	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1788	1836	1	1.000	3000000.000	44.250	-3.000	10.400	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:18:38.680	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1789	1837	1	1.000	3000000.000	44.000	-1.750	10.600	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:18:38.683	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1790	1838	1	1.000	NULL	40.500	-2.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:21:43.083	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.50	-0.75	180.00	39.75	41.00	40.38	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1791	1839	2	1.000	NULL	40.750	-2.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:21:43.087	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.25	-0.75	180.00	40.00	41.50	40.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1792	1840	1	1.000	3000000.000	40.250	-2.250	11.400	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:25:56.950	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1793	1841	1	1.000	3000000.000	40.500	-2.000	11.400	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:25:56.950	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1794	1842	1	1.000	NULL	45.500	-2.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:33:11.260	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-1.00	100.00	45.25	45.75	45.50	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1795	1843	2	1.000	NULL	45.500	-2.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:33:11.263	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.25	-0.25	180.00	45.00	45.75	45.38	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1796	1844	1	1.000	3000000.000	45.250	-2.500	10.400	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:35:44.337	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1797	1845	1	1.000	3000000.000	45.250	-2.750	10.600	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-01 19:35:44.337	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1798	1846	1	1.000	NULL	44.500	-2.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:39:22.357	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.25	-0.75	3.00	44.00	45.00	44.50	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1799	1847	2	1.000	NULL	44.750	-3.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-01 19:39:22.357	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.50	-0.75	9.00	44.00	45.25	44.63	NULL	11.60	NULL	8/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1807	1855	2	1.000	NULL	45.000	-8.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 18:03:22.583	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-8.00	-0.50	102.00	44.75	45.25	45.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1808	1856	2	1.000	NULL	45.250	-7.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 18:03:22.587	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.50	-0.75	26.00	44.50	46.00	45.25	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1809	1857	2	1.000	6000000.000	44.750	-8.250	10.800	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 18:09:49.480	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1810	1858	2	1.000	6000000.000	44.500	-7.250	11.000	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 18:09:49.487	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1811	1859	2	1.000	NULL	44.250	-6.500	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 18:12:28.227	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-5.50	-0.75	170.00	43.25	45.25	44.25	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1812	1860	2	1.000	NULL	44.250	-7.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 18:12:28.230	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.00	-0.75	18.00	43.25	45.25	44.25	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1824	1872	1	1.000	NULL	42.250	-1.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 19:22:46.303	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.75	0.00	0.00	41.25	43.00	42.13	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1825	1873	2	1.000	NULL	42.500	-4.250	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 19:22:46.307	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.00	-0.50	180.00	41.25	43.50	42.38	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1826	1874	1	1.000	3000000.000	41.750	-1.500	11.200	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 19:42:46.873	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1827	1875	1	1.000	3000000.000	42.500	-4.000	11.000	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 19:42:46.877	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1828	1876	1	1.000	NULL	43.500	-4.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 19:46:28.870	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.75	-1.00	180.00	42.75	44.25	43.50	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1829	1877	2	1.000	NULL	43.250	-4.750	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 19:46:28.870	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.50	0.00	0.00	43.00	43.50	43.25	NULL	11.60	NULL	20/20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1830	1878	1	1.000	NULL	43.750	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 19:52:41.477	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	||||	https://starvision.s3-ap-southeast-1.amazonaws.com/M%E1%BA%AET_2019_04_03__19_51_08.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/M%E1%BA%AET_2019_04_03__19_51_08.jpg
1831	1879	1	1.000	3000000.000	43.000	-4.500	11.000	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 19:53:27.850	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1832	1880	1	1.000	3000000.000	43.500	-4.250	11.000	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2019-04-03 19:53:27.853	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1833	1881	2	1.000	NULL	45.000	-8.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 19:57:04.010	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.00	-2.50	180.00	43.75	46.25	45.00	NULL	11.60	NULL	20/25	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
1834	1882	2	1.000	NULL	45.250	-6.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2019-04-03 19:57:04.013	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	-3.00	180.00	43.25	47.00	45.13	NULL	11.60	NULL	20/30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
